Id,SalePrice
1727,178885.92
1728,190642.67
1729,155125.69
1730,170640.33
1731,132545.28
1732,125888.63
1733,120964.31
1734,132867.83
1735,127195.86
1736,124650.945
1737,341421.34
1738,198718.67
1739,321045.7
1740,220147.31
1741,167281.23
1742,173727.14
1743,171431.47
1744,281744.9
1745,247993.05
1746,281893.88
1747,214041.69
1748,215302.89
1749,164500.97
1750,145570.08
1751,234125.28
1752,120964.31
1753,178098.9
1754,230764.81
1755,168694.34
1756,120776.98
1757,120964.31
1758,148684.45
1759,158820.95
1760,158841.34
1761,151579.89
1762,182281.97
1763,178592.05
1764,124399.086
1765,223601.33
1766,174541.17
1767,188024.22
1768,146317.42
1769,178920.36
1770,138964.73
1771,142521.78
1772,145204.0
1773,138629.38
1774,151514.22
1775,136833.12
1776,130701.59
1777,116485.89
1778,135826.0
1779,112067.18
1780,182035.38
1781,142521.78
1782,89540.234
1783,134130.11
1784,98515.22
1785,133532.97
1786,190439.89
1787,189601.05
1788,50875.105
1789,101193.08
1790,85293.88
1791,218674.0
1792,148504.16
1793,153945.55
1794,140739.22
1795,140694.73
1796,120931.87
1797,125607.56
1798,133532.97
1799,113249.49
1800,118775.36
1801,126873.98
1802,163859.38
1803,183435.8
1804,138810.05
1805,136833.12
1806,125073.35
1807,118518.805
1808,117126.39
1809,115433.805
1810,138548.08
1811,87870.06
1812,100625.9
1813,115653.21
1814,106738.07
1815,65281.285
1816,103333.39
1817,139026.86
1818,154817.39
1819,116428.18
1820,86774.22
1821,140123.2
1822,151662.45
1823,51134.17
1824,132833.17
1825,134775.23
1826,103326.305
1827,114284.88
1828,133996.19
1829,128091.25
1830,151705.55
1831,168352.62
1832,93734.06
1833,147397.33
1834,122964.45
1835,153907.39
1836,171889.31
1837,91869.195
1838,119705.69
1839,92484.08
1840,139886.12
1841,134305.33
1842,94000.914
1843,133532.97
1844,135966.11
1845,138985.02
1846,156384.95
1847,160196.89
1848,51134.17
1849,128557.68
1850,130646.74
1851,144217.38
1852,139274.12
1853,139860.2
1854,171597.56
1855,153860.84
1856,216754.8
1857,174660.92
1858,160238.31
1859,136627.64
1860,139165.05
1861,136627.64
1862,280971.1
1863,280971.1
1864,280971.1
1865,320080.03
1866,352602.4
1867,253760.38
1868,280526.9
1869,187377.75
1870,238606.98
1871,266478.22
1872,166398.39
1873,224670.95
1874,129930.695
1875,194510.48
1876,188167.69
1877,206217.0
1878,214276.45
1879,125731.15
1880,136584.8
1881,223710.62
1882,269449.97
1883,205004.23
1884,212186.34
1885,240071.61
1886,269279.22
1887,213217.08
1888,260155.0
1889,160180.12
1890,124624.46
1891,132640.48
1892,104998.92
1893,134119.9
1894,121020.47
1895,145283.25
1896,120396.02
1897,125261.21
1898,126061.29
1899,141349.52
1900,153687.55
1901,152721.3
1902,142527.56
1903,226217.5
1904,137646.44
1905,188276.08
1906,134496.45
1907,202385.69
1908,114005.44
1909,139374.06
1910,139374.06
1911,189345.27
1912,282634.16
1913,116290.09
1914,72274.4
1915,271245.25
1916,68230.805
1917,281402.6
1918,130636.4
1919,155900.25
1920,173323.5
1921,393491.97
1922,329755.62
1923,199020.39
1924,210555.61
1925,225909.25
1926,378960.56
1927,133119.69
1928,156843.88
1929,119703.86
1930,119403.14
1931,127482.836
1932,139302.28
1933,161968.52
1934,172457.14
1935,169265.38
1936,176928.86
1937,177699.08
1938,173455.86
1939,274068.1
1940,218810.23
1941,177699.08
1942,181674.22
1943,221794.03
1944,326907.7
1945,359575.38
1946,177820.98
1947,330077.6
1948,183780.83
1949,239961.92
1950,185353.77
1951,278519.72
1952,239432.94
1953,162614.72
1954,214960.62
1955,133415.95
1956,302852.5
1957,174289.31
1958,304569.25
1959,146165.66
1960,118987.71
1961,128113.88
1962,100435.34
1963,100435.34
1964,110442.71
1965,164472.31
1966,169052.67
1967,266478.22
1968,384580.47
1969,376249.06
1970,442382.8
1971,479140.3
1972,344977.44
1973,278136.94
1974,309261.44
1975,451417.62
1976,261242.84
1977,380525.28
1978,387250.0
1979,347541.28
1980,192176.94
1981,332341.62
1982,222045.89
1983,222045.89
1984,187887.25
1985,201109.69
1986,205367.42
1987,180320.39
1988,178317.61
1989,200518.73
1990,222879.66
1991,192176.94
1992,211481.34
1993,175173.19
1994,248156.64
1995,188558.08
1996,268585.72
1997,357555.03
1998,356341.53
1999,249423.5
2000,319181.75
2001,256768.75
2002,221394.62
2003,263608.28
2004,249592.67
2005,246372.05
2006,222045.89
2007,278582.9
2008,182849.64
2009,188428.14
2010,196710.73
2011,141589.94
2012,182849.64
2013,180969.22
2014,187094.98
2015,197413.6
2016,188264.0
2017,200051.83
2018,129930.695
2019,120964.31
2020,103102.55
2021,123189.56
2022,174541.17
2023,158831.27
2024,222238.95
2025,362933.94
2026,185101.9
2027,140298.83
2028,162101.81
2029,173923.12
2030,283004.16
2031,262729.3
2032,287379.38
2033,277942.1
2034,162101.81
2035,194200.52
2036,206867.08
2037,206867.08
2038,302434.6
2039,217829.92
2040,394363.4
2041,248671.88
2042,205906.94
2043,174541.17
2044,204080.28
2045,206686.72
2046,136814.7
2047,150305.19
2048,131868.23
2049,141809.27
2050,191597.52
2051,105379.15
2052,150451.19
2053,138517.27
2054,93017.97
2055,178606.45
2056,119739.15
2057,133281.11
2058,214682.17
2059,142521.78
2060,148481.64
2061,178329.98
2062,137394.58
2063,112523.33
2064,147446.1
2065,119593.71
2066,181026.2
2067,135117.75
2068,136848.22
2069,77271.41
2070,121716.94
2071,102816.625
2072,144250.25
2073,136584.8
2074,177984.33
2075,136581.27
2076,126817.83
2077,142779.42
2078,133532.97
2079,141698.39
2080,130636.4
2081,133544.17
2082,112512.56
2083,148491.38
2084,118918.65
2085,138517.27
2086,98939.195
2087,123216.984
2088,99974.81
2089,103953.555
2090,136154.19
2091,103962.805
2092,127910.945
2093,125187.68
2094,143618.16
2095,131472.95
2096,79254.42
2097,95343.77
2098,141308.1
2099,64285.477
2100,98775.09
2101,109015.09
2102,151776.64
2103,94198.01
2104,138939.64
2105,123255.64
2106,94581.25
2107,235604.28
2108,119816.49
2109,106648.25
2110,137505.83
2111,159095.5
2112,154154.83
2113,111854.59
2114,115148.12
2115,140440.06
2116,119209.19
2117,141265.89
2118,114052.97
2119,126305.68
2120,105590.14
2121,191048.4
2122,103457.29
2123,80291.63
2124,183153.3
2125,150635.19
2126,163231.47
2127,169145.28
2128,156313.56
2129,123853.43
2130,141716.9
2131,181242.22
2132,125685.64
2133,133773.11
2134,121176.38
2135,103458.945
2136,70731.016
2137,118280.25
2138,135022.39
2139,150987.38
2140,130182.555
2141,136217.97
2142,133532.97
2143,149785.22
2144,154709.84
2145,124650.945
2146,156512.12
2147,161557.36
2148,138824.52
2149,136987.67
2150,209854.56
2151,139741.03
2152,150934.55
2153,156526.39
2154,96013.8
2155,121348.21
2156,255901.84
2157,220943.12
2158,238467.97
2159,221688.33
2160,169358.7
2161,261242.84
2162,384978.9
2163,355422.66
2164,245047.98
2165,185276.8
2166,137080.19
2167,201510.56
2168,192522.95
2169,196647.94
2170,210392.44
2171,140734.62
2172,138205.4
2173,157754.6
2174,251740.45
2175,312239.03
2176,290092.62
2177,254011.72
2178,220943.53
2179,142012.03
2180,169699.62
2181,206217.0
2182,223710.62
2183,192176.94
2184,133789.81
2185,130383.45
2186,144478.77
2187,149781.4
2188,142102.77
2189,152476.62
2190,76060.43
2191,76060.43
2192,66565.79
2193,98550.945
2194,101497.03
2195,119489.42
2196,103827.73
2197,114647.484
2198,176960.8
2199,162420.1
2200,132803.66
2201,147921.4
2202,211406.77
2203,175298.23
2204,153753.38
2205,128950.23
2206,125123.91
2207,210387.25
2208,226759.8
2209,196868.64
2210,118754.46
2211,120522.21
2212,110467.62
2213,107844.66
2214,134421.05
2215,98081.41
2216,147294.44
2217,81942.164
2218,96024.63
2219,79657.914
2220,91723.586
2221,271245.25
2222,225340.7
2223,284562.06
2224,209911.02
2225,153391.77
2226,187226.67
2227,202076.06
2228,266478.22
2229,225559.27
2230,153618.4
2231,198414.11
2232,191013.98
2233,172314.61
2234,246372.05
2235,207227.3
2236,270655.88
2237,343011.72
2238,174115.73
2239,128393.836
2240,152946.22
2241,155206.45
2242,137829.73
2243,123247.56
2244,92244.72
2245,91310.39
2246,139277.92
2247,94999.67
2248,118918.65
2249,121216.17
2250,133401.89
2251,150902.86
2252,188276.08
2253,153323.9
2254,175765.53
2255,179913.67
2256,187887.25
2257,208424.1
2258,178293.34
2259,177699.08
2260,160391.77
2261,217259.98
2262,222837.7
2263,331511.03
2264,425331.34
2265,164534.77
2266,289861.94
2267,330361.9
2268,399240.2
2269,168743.14
2270,176487.83
2271,214931.8
2272,204951.25
2273,162614.72
2274,168694.34
2275,177999.81
2276,181733.5
2277,198731.28
2278,144250.25
2279,124399.086
2280,116762.46
2281,178885.92
2282,177639.03
2283,103886.19
2284,118091.92
2285,164170.77
2286,129930.695
2287,326081.4
2288,287280.16
2289,344278.38
2290,425877.1
2291,331511.03
2292,398361.66
2293,408598.25
2294,452687.1
2295,408431.78
2296,293877.5
2297,301658.4
2298,323935.0
2299,423120.56
2300,317982.44
2301,249513.22
2302,224798.39
2303,282082.25
2304,262799.78
2305,177698.03
2306,177698.03
2307,179137.78
2308,246718.11
2309,287853.94
2310,222045.89
2311,192852.44
2312,178317.61
2313,178317.61
2314,173392.22
2315,178317.61
2316,192768.39
2317,170182.89
2318,178317.61
2319,176487.83
2320,185353.77
2321,245047.98
2322,185353.77
2323,166349.7
2324,165608.25
2325,221309.22
2326,163659.58
2327,222031.81
2328,228903.03
2329,178502.88
2330,176928.86
2331,345890.44
2332,410252.53
2333,313606.88
2334,257927.66
2335,278432.0
2336,313943.62
2337,191925.08
2338,260155.0
2339,246718.11
2340,386818.38
2341,221309.22
2342,246718.11
2343,221309.22
2344,227645.88
2345,262799.78
2346,222045.89
2347,192176.94
2348,221073.77
2349,167854.86
2350,255087.62
2351,246718.11
2352,295181.8
2353,230378.47
2354,133168.1
2355,161696.22
2356,146118.62
2357,211325.0
2358,195563.81
2359,127577.53
2360,125731.15
2361,138205.4
2362,269261.6
2363,145466.86
2364,153374.05
2365,222045.89
2366,212004.73
2367,246466.25
2368,187875.25
2369,246466.25
2370,169468.38
2371,178181.88
2372,186868.72
2373,260866.28
2374,287863.9
2375,246466.25
2376,285345.66
2377,337881.5
2378,148309.52
2379,211897.28
2380,147681.0
2381,168995.0
2382,188202.11
2383,208932.62
2384,239964.88
2385,154291.84
2386,136833.12
2387,125621.34
2388,107124.76
2389,129575.266
2390,138761.23
2391,129323.41
2392,123505.9
2393,176490.0
2394,151148.8
2395,204422.08
2396,144023.61
2397,193624.34
2398,132716.77
2399,53548.85
2400,49287.305
2401,119644.81
2402,136386.73
2403,137666.55
2404,140850.2
2405,163760.31
2406,130636.4
2407,133119.69
2408,145718.72
2409,138517.27
2410,186316.77
2411,124399.086
2412,142018.64
2413,142269.92
2414,126575.5
2415,137666.55
2416,137942.44
2417,136833.12
2418,124399.086
2419,149697.23
2420,124399.086
2421,145381.25
2422,124650.945
2423,130251.6
2424,160077.67
2425,211237.66
2426,143600.03
2427,147905.0
2428,175976.12
2429,121893.51
2430,130636.4
2431,127306.875
2432,133532.97
2433,142521.78
2434,142779.42
2435,145204.0
2436,105379.15
2437,120964.31
2438,124650.945
2439,125593.59
2440,133375.48
2441,104956.0
2442,114284.88
2443,116234.33
2444,116778.89
2445,82359.695
2446,139931.98
2447,172480.75
2448,141521.16
2449,119627.19
2450,159146.05
2451,115417.03
2452,208128.88
2453,87641.45
2454,98379.97
2455,99747.73
2456,126572.27
2457,114939.055
2458,115691.97
2459,119911.19
2460,132140.97
2461,115653.21
2462,126572.27
2463,122502.83
2464,164880.42
2465,142749.2
2466,133331.16
2467,142101.88
2468,90757.0
2469,101541.14
2470,162014.62
2471,176910.48
2472,172208.58
2473,117702.484
2474,129533.27
2475,233392.62
2476,111874.87
2477,126876.195
2478,165515.9
2479,132321.56
2480,135090.2
2481,133532.97
2482,121339.37
2483,123505.9
2484,129323.41
2485,124650.945
2486,143967.31
2487,195211.25
2488,155414.67
2489,151680.36
2490,142521.78
2491,103509.18
2492,183063.78
2493,126154.59
2494,151914.64
2495,93137.95
2496,220928.02
2497,145061.53
2498,121216.17
2499,81549.56
2500,133191.66
2501,138874.53
2502,121434.73
2503,102057.2
2504,187041.64
2505,215086.48
2506,275718.7
2507,344278.38
2508,275718.7
2509,223710.62
2510,244180.6
2511,187377.75
2512,200140.72
2513,211481.34
2514,229350.52
2515,140269.23
2516,155182.86
2517,132155.89
2518,138649.4
2519,211481.34
2520,200518.73
2521,199107.94
2522,210672.77
2523,136987.67
2524,140269.23
2525,135106.8
2526,140430.66
2527,125731.15
2528,133150.03
2529,125888.63
2530,104308.83
2531,235481.45
2532,220559.4
2533,200518.73
2534,246718.11
2535,315060.3
2536,224185.48
2537,221794.03
2538,176487.83
2539,182597.78
2540,179137.78
2541,183911.8
2542,165203.23
2543,127126.05
2544,133556.84
2545,130562.03
2546,156425.25
2547,133320.38
2548,158982.19
2549,138544.31
2550,256969.2
2551,132640.48
2552,119525.14
2553,76060.43
2554,110342.125
2555,115181.44
2556,98226.13
2557,111160.07
2558,150060.8
2559,149718.33
2560,131290.56
2561,144241.34
2562,122891.47
2563,141717.28
2564,187275.19
2565,131597.56
2566,140964.45
2567,133878.25
2568,188276.08
2569,186518.73
2570,118754.46
2571,185547.95
2572,189180.39
2573,225236.1
2574,252298.56
2575,125397.98
2576,132542.75
2577,153040.02
2578,109622.71
2579,80525.875
2580,111969.914
2581,134484.23
2582,124813.81
2583,244428.73
2584,161431.84
2585,184769.1
2586,193644.25
2587,194762.34
2588,155493.33
2589,147429.14
2590,221057.36
2591,189575.61
2592,238283.2
2593,246718.11
2594,180797.47
2595,222281.2
2596,318315.88
2597,195235.48
2598,265551.38
2599,342118.97
2600,154796.4
2601,136813.64
2602,89760.35
2603,92244.72
2604,80873.84
2605,90012.21
2606,138810.05
2607,168946.2
2608,175170.83
2609,156191.52
2610,110817.34
2611,138630.7
2612,153688.95
2613,122558.516
2614,120964.31
2615,163508.45
2616,136167.98
2617,180482.28
2618,191440.06
2619,234593.88
2620,171051.47
2621,183918.67
2622,186202.44
2623,258798.3
2624,292551.78
2625,328904.7
2626,162614.72
2627,212703.69
2628,423874.44
2629,581619.6
2630,361025.2
2631,493256.94
2632,423874.44
2633,325592.1
2634,374479.2
2635,154183.05
2636,204092.62
2637,169794.22
2638,244503.22
2639,183484.97
2640,155514.12
2641,116034.016
2642,202536.45
2643,116521.95
2644,130242.25
2645,101621.53
2646,100435.34
2647,103886.19
2648,153374.05
2649,128950.23
2650,162367.42
2651,164472.31
2652,427530.9
2653,261242.84
2654,246226.3
2655,359575.38
2656,317317.78
2657,315643.44
2658,282699.16
2659,313708.94
2660,340010.7
2661,338799.47
2662,332539.25
2663,271983.88
2664,287853.94
2665,335891.0
2666,308880.7
2667,166398.39
2668,183911.8
2669,179137.78
2670,289274.72
2671,183911.8
2672,186541.66
2673,205435.5
2674,200341.84
2675,176833.75
2676,192545.77
2677,197592.8
2678,255042.75
2679,280153.7
2680,294669.97
2681,435709.78
2682,357403.8
2683,484908.66
2684,324170.22
2685,362173.44
2686,251117.11
2687,288958.88
2688,246718.11
2689,218810.23
2690,443204.34
2691,190305.84
2692,131561.81
2693,192852.44
2694,134038.92
2695,197307.88
2696,189174.11
2697,198191.48
2698,189838.94
2699,175690.36
2700,166919.16
2701,156304.14
2702,135106.8
2703,137049.67
2704,131499.78
2705,129930.695
2706,123505.9
2707,129323.41
2708,132867.83
2709,96849.46
2710,124650.945
2711,305571.72
2712,378694.22
2713,176581.89
2714,155128.88
2715,173727.14
2716,153318.6
2717,188459.92
2718,246718.11
2719,156932.8
2720,179172.22
2721,145718.72
2722,175053.33
2723,145203.89
2724,124586.9
2725,133532.97
2726,138517.27
2727,161385.05
2728,167554.77
2729,150305.19
2730,142779.42
2731,125155.99
2732,124399.086
2733,163306.88
2734,159142.02
2735,136386.73
2736,143914.53
2737,124399.086
2738,137666.55
2739,160647.11
2740,150735.52
2741,143967.31
2742,161230.61
2743,137832.27
2744,141817.42
2745,136833.12
2746,132867.83
2747,162973.92
2748,124130.88
2749,133119.69
2750,133532.97
2751,121893.51
2752,238325.84
2753,152244.2
2754,262073.72
2755,141236.1
2756,92270.53
2757,78191.09
2758,88600.68
2759,166839.8
2760,164826.75
2761,139686.89
2762,142578.08
2763,192671.23
2764,162246.58
2765,271041.3
2766,136473.77
2767,85759.07
2768,126377.73
2769,139277.92
2770,162444.83
2771,120964.31
2772,123115.96
2773,161015.39
2774,148436.97
2775,113254.57
2776,139572.3
2777,152969.27
2778,120437.53
2779,116454.375
2780,112118.51
2781,111668.375
2782,84596.695
2783,106512.89
2784,119209.19
2785,138756.05
2786,81920.64
2787,117840.06
2788,93175.625
2789,216209.2
2790,81838.19
2791,119209.19
2792,83299.63
2793,156534.9
2794,109306.93
2795,115417.03
2796,118918.65
2797,226117.84
2798,124258.41
2799,114940.22
2800,70301.68
2801,126305.68
2802,133711.61
2803,168507.19
2804,150111.4
2805,89438.055
2806,118918.65
2807,164170.77
2808,145718.72
2809,130636.4
2810,133532.97
2811,163306.88
2812,138194.3
2813,171772.7
2814,166179.62
2815,103102.55
2816,237348.6
2817,147278.83
2818,121391.77
2819,181845.06
2820,133285.27
2821,105719.4
2822,175433.4
2823,134543.08
2824,163378.33
2825,147838.28
2826,130898.6
2827,149780.47
2828,213184.2
2829,172459.4
2830,234654.31
2831,182849.64
2832,213614.17
2833,266478.22
2834,205906.94
2835,220943.12
2836,190212.75
2837,168936.0
2838,151805.61
2839,178317.61
2840,194510.48
2841,200518.73
2842,198718.67
2843,139867.36
2844,149950.53
2845,120964.31
2846,203164.81
2847,188037.45
2848,221794.03
2849,211651.2
2850,291884.38
2851,239628.11
2852,224094.02
2853,226415.88
2854,142012.03
2855,190930.05
2856,200518.73
2857,190212.75
2858,192176.94
2859,142758.7
2860,124476.875
2861,145226.11
2862,189736.9
2863,124476.875
2864,241323.1
2865,132640.48
2866,163743.03
2867,97536.164
2868,137501.02
2869,125484.56
2870,139671.36
2871,98287.29
2872,61806.03
2873,92398.0
2874,150345.8
2875,119604.48
2876,163696.23
2877,153636.5
2878,179930.92
2879,138996.11
2880,109411.85
2881,152667.12
2882,151203.86
2883,185195.83
2884,187130.5
2885,178981.05
2886,188606.97
2887,96487.195
2888,133375.48
2889,56666.434
2890,84956.25
2891,144728.78
2892,51134.17
2893,96257.836
2894,56195.03
2895,270332.12
2896,262248.56
2897,190647.89
2898,154487.84
2899,250503.7
2900,157145.61
2901,192860.9
2902,176937.25
2903,341070.0
2904,333843.0
2905,109580.445
2906,174115.73
2907,112042.22
2908,120964.31
2909,149543.9
2910,79287.71
2911,89760.35
2912,140723.45
2913,89760.35
2914,80873.84
2915,80873.84
2916,90012.21
2917,148177.47
2918,116872.414
2919,222409.97
